ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
40619,Kothrud,Delhii,Kinara'S Maratha Darbar,350.0,4.1,1000,"Biryani,South Indian,North Indian",Kothrud,58.0
40707,Tiretti,Kolkata,D'Ley Chinese Restaurant,300.0,4.5,500,Chinese,Near Pou Chow,44.0
40740,Maharshi Nagar,Pune,Kolhapuri Katta,400.0,4.1,100,,Bibwewadi,49.0
40803,Kurla West,Mumbai,Delhi Zaika,800.0,4.0,100,"Indian,Chinese",Kurla,34.0
40819,Punjabi Bagh,Delhi,Everest Momos & Chinese Fast Food,200.0,3.9,100,Chinese,Punjabi Bagh,64.0
40831,Navrangpura,Ahmedabad,Subway,,4.0,100,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",Mithakali,29.0
40908,Mylapore,Chennai,Classic Shawarma And Grill,250.0,4.1,20,"Arabian,Fast Food",Mylapore Kutcheri Road,
40928,Saki Naka,Mumbai,Eataeria,300.0,2.9,80,,Kurla,42.0
40942,Kalighat,Kolkata,Sare Chuattar,,4.2,20,Bengali,Near Sarat Bose Road Post Office,71.0
40957,Taltala,Kolkata,Up Bihar,200.0,4.2,100,"North Indian,Mughlai",Hogg Street Near United Bank Atm,53.0
41079,Sion,Delhii,Chef Kitchen,500.0,3.8,20,,Sion,59.0
41100,Ashok Nagar,Bangalore,Nagarjuna,600.0,4.4,1000,"Andhra,South Indian,Biryani,Combo,Beverages,Desserts",Residency Road,32.0
41172,Bandra Area,Mumbai,Elementaria Bakery & Cafe,800.0,4.5,100,"Snacks,Desserts,Beverages",Bandra Area,35.0
41247,Chembur,Mumbai,S P Burger,200.0,4.2,100,"Fast Food,Pizzas",Chembur,42.0
41264,Bhowanipore,Kolkata,Raviz,400.0,4.0,20,,Bhawanipur,68.0
41306,Chembur,Mumbai,Red Spice,300.0,4.0,100,"Chinese,Tandoor,Indian,Biryani,Kebabs",Chembur,50.0
41397,Old Washermanpet,Chennai,Frozen Smoothies,350.0,4.0,100,"Beverages,Ice Cream,Juices,Desserts,Snacks",Choolai,68.0
41471,Saki Naka,Mumbai,Wow! Momo,300.0,4.0,100,"Tibetan,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Phoenix Marketcity Mall Lbs Road,49.0
41635,Santacruz East,Mumbai,Stove - The Vegetarian Kitchen,250.0,4.2,100,,Near Cst Road Kalina,47.0
41700,Gariahat,Kolkata,Ruma'S Kitchen,250.0,4.0,100,"Bengali,Thalis,Indian,Chinese",Mouni Mukherjee Rod,71.0
41741,Poongavanapuram,Chennai,Lassi Shop,100.0,3.9,20,Beverages,Periamet,30.0
41776,Sivanchetti Gardens,Bangalore,Naachiyar'S,600.0,4.2,100,"Biryani,Chettinad",Central Bangalore,44.0
41818,Sangamvadi,Pune,Reddy'S Fast Food,400.0,3.7,100,"North Indian,Chinese",Koregaon Park,53.0
41848,Koramangala,Bangalore,Tall Blonde French,250.0,4.2,20,"American,European",Koramangala,56.0
41981,Camp,Pune,Cafe 52,200.0,2.9,80,Fast Food,Camp,36.0
42031,Kolkata,Kolkata,Snackups,200.0,3.5,100,Chinese  Fast Food,Beside Technopolis,71.0
42032,Bidhannagar,Kolkata,Shawarma City Express,200.0,3.7,100,,Beside Technopolis,75.0
42048,Bandra Area,Mumbai,Yauatcha Patisserie,400.0,4.5,100,"Desserts,Beverages,Bakery,Sweets",Bandra Area,50.0
42116,Paldi,Ahmedabad,Amdos Kitchen,300.0,4.4,100,"Tibetan,Chinese,Fast Food",Paldi,30.0
42222,Juhapura,Ahmedabad,Dana Panee,400.0,4.1,100,"Indian,Mughlai,Chinese",Vasna,44.0
42265,Kurla,Mumbai,Sheetal Restaurant,400.0,4.0,50,"Indian,Chinese,Maharashtrian,Biryani,Seafood",Kurla,39.0
42282,Chembur,Mumbai,Trupti Farsan,200.0,4.4,500,$$$,Chembur,
42330,Gopalapuram,Chennai,Sri Ganesh Chettinadu Hotel,400.0,4.1,100,"Fast Food,South Indian",Royapettah,49.0
42337,Raja Annamalai Puram,Chennai,Fromage,1000.0,4.3,50,"Italian,Continental",Mrc Nagar,77.0
42380,Rohini,Delhi,Lala'S(Khao Or Khane Do),400.0,2.9,80,"Italian,Chinese,Fast Food",Sector 9Rohini,44.0
42422,Kurla,Mumbai,Khan'S Flavour,600.0,3.3,100,"Indian,Chinese",Kurla,37.0
42423,Andheri East,Mumbai,Ching Asia,600.0,4.5,20,,Chakala,64.0
42439,Andheri East,Mumbai,Square Pizza,400.0,4.2,50,"Pizzas,Desserts,Fast Food",Marol,51.0
42581,Shivajinagar,Pune,Burger King,350.0,,1000,"American,Fast Food",The Pavillion Mall,54.0
42603,Khar West,Mumbai,Aradhana Coastal Delight,750.0,4.4,50,Seafood  Malwani  Indian,Khar,58.0
42784,Karve Nagar,Pune,Malabar,400.0,3.9,100,"North Indian,Chinese",Kothrud,56.0
42832,Choolaimedu,Chennai,Al Dari Biryani,,3.6,100,,Kodambakkam,79.0
42885,Santacruz East,Mumbai,Rolls Mania,200.0,4.2,100,"Indian,Fast Food",Scruz Bandra East - Mumbai,
43128,Kondhwa,Pune,Yumme Tumme,200.0,2.9,80,Fast Food,Kondhwa,69.0
43131,Baner,Pune,Abhiman Pure Veg,450.0,4.4,20,"North Indian,Chinese",St Joseph School Pashan Road,
43142,Ramdev Nagar,Ahmedabad,Singh'S Kitchen By Gch,300.0,2.9,80,,Prahlad Nagar,47.0
43183,Prashant Vihar Rohini,Delhi,Nutriobox,450.0,4.2,500,"Salads,Continental,Juices,Healthy Food",Prashant Vihar,51.0
43185,Egmore,Delhii,Palmshore,400.0,4.0,1000,Arabian,Egmore,44.0
43189,Balavinayagar Nagar,Chennai,Cake Waves,300.0,2.9,80,"Bakery,Desserts",Arumbakkam,70.0
43206,Ashok Nagar,Bangalore,Cafe Azzure,1000.0,2.9,80,"American,Italian",Central Bangalore - Bangalore,47.0
43634,Bopodi,Pune,Rosso Bianco,500.0,4.8,20,"Italian,Pizzas",Aundh,57.0
43652,Kothapet,Hyderabad,Suruchi Biryani House,300.0,3.4,50,"North Indian,Chinese,Biryani,Hyderabadi",Sowbhagya Nagar,67.0
43727,Sector 13 Rohini,Delhi,Prashant Roll,,4.1,100,Snacks,Rohini Sector 13,45.0
43794,Sri Hanuman Nagar Colony,Hyderabad,Hotel Shubham Palace - Dhanturi Hospitality,300.0,3.9,1000,,Sri Hanuman Nagar Colony,
43836,Ashok Nagar,Bangalore,Mcdonald'S,,,500,"American,Fast Food",Kasturba Road,28.0
43863,Dhakuria,Kolkata,Moonlight Sonata,250.0,4.0,100,"Indian,Chinese",Near Ram Chandra High School,84.0
43889,Saki Naka,Mumbai,Anil Wine N Dine,300.0,4.4,100,,Kurla,40.0
43958,Chanchalguda,Hyderabad,Hotel Sohail Waves,500.0,4.1,1000,"Arabian,Tandoor,Mughlai,Biryani,North Indian",Officers Colony,27.0
44000,Royapettah,Chennai,Madurai Pandian Mess,,4.2,1000,South Indian,Mylapore,49.0
44058,Budh Vihar,Delhi,Wah Ji Wah ( Budhvihar),250.0,3.8,1000,"Indian,Chinese",Budh Vihar,21.0
44141,Chennai,Chennai,Arul Chettinadu Hotel,350.0,4.0,1000,"Chettinad,Chinese,South Indian,Seafood,Biryani",Near Poorvika,51.0
44184,Shivajinagar,Pune,Dragon,450.0,,80,"North Indian,Chinese",Shivaji Nagar,38.0
44206,Santacruz East,Mumbai,What The Fries,250.0,3.9,20,Fast Food,Vakola,43.0
44238,Ashok Nagar,Bangalore,The Rice Bowl,450.0,,100,Chinese,Lavelle Road,36.0
44246,Annanagar East,Chennai,Roll Baby Roll,250.0,4.4,100,$$$,Near Ice Cream Works,56.0
44255,Jadavpur,Kolkata,Spice 2 Go,200.0,4.0,1000,"Indian,Chinese",Price Golam Hussain Shah Road,77.0
44257,Jadavpur,Kolkata,Gupta Eating House,150.0,4.2,1000,"Indian,Chinese,Fast Food",Opposite Of Southern Cafe,81.0
44261,Anna Nagar,Chennai,Urban Spatula,1000.0,4.3,100,"Arabian,Asian,Biryani,Continental,Italian,Kebabs,North Indian,Seafood",Annanagar,80.0
44282,Gokhalenagar,Pune,Vaibhav'S- Biryani House,,2.9,80,"North Indian,Biryani",Shivajinagar,50.0
44579,A Unit Of M/S Cohort  Ruby Area,Kolkata,The Tasty Bites,300.0,4.2,500,"Asian,Indian,Tandoor,Tibetan,Chinese",Ruby Area,67.0
44640,Teynampet,Chennai,Chit Chat,100.0,2.9,80,"Desserts,Ice Cream,Snacks",T Nagar,58.0
45037,Gulbai Tekra,Ahmedabad,Mocha,700.0,4.2,100,"Indian,Jain,American,Bakery,Beverages,Continental,Desserts,Fast Food,Pastas,Pizzas,Thai",Cg Road,38.0
45103,Taltala,Kolkata,Kfc,,4.4,500,"American,Snacks",Humayun Place,48.0
45703,Paschim Vihar,Delhi,Hot Spot Roll Corner,150.0,,20,Fast Food,Paschim Vihar,57.0
45757,Koramangala,Bangalore,Pipabu,250.0,4.0,500,,4Th Block,59.0
45761,Jayanagar,Bangalore,Chung Wah Opus,300.0,3.8,100,"Chinese,Pan-Asian",Jayanagar East,47.0
45830,Shivajinagar,Pune,The Quick Wok,300.0,4.0,100,"Chinese,Fast Food,Thai",Shivajinagar,38.0
45838,Bandra Area,Mumbai,Kitchen Garden By Suzette,1100.0,4.6,100,"Snacks,Beverages",Bandra Area,60.0
45843,Chembur,Mumbai,Cafe Alvi,500.0,3.6,20,Cafe,Govandi,52.0
45846,Asalpha,Mumbai,Swagat,650.0,4.3,50,"Indian,Chinese",Sakinaka,47.0
45951,Tiretti,Kolkata,Mio Amore - The Cake Shop,150.0,,100,"Desserts,Bakery,Snacks",Beside Central Metro Station Gate,35.0
46092,T. Nagar,Chennai,Shaik Shack Shawarma,200.0,4.1,100,,T Nagar,72.0
46126,Ballygunge,Kolkata,Tara'S Kitchen,,2.9,80,"Bengali,Thalis,North Indian,Snacks,Combo,Healthy Food,Indian",Ekdalia,80.0
46127,Kalighat,Kolkata,Taste-Ride,500.0,,100,"Chinese,Indian,Continental",Kavi Bharati Sarani,75.0
46137,Perambur,Chennai,Dolphin Fast Food,300.0,4.1,100,"South Indian,North Indian,Chinese,Fast Food",Periyar Nagar,59.0
46166,Kalas,Pune,Yashda Restaurant,600.0,4.2,100,"North Indian,Chinese",Vishrantwadi,72.0
46248,Perambur,Chennai,Burger Cafe,250.0,4.2,100,"American,Beverages,Fast Food",Jamaliya,52.0
46284,Danilimda,Ahmedabad,The Kebabish,250.0,3.8,100,"North Indian,Mughlai",Maninagar,
46377,Ahmedabad,Ahmedabad,Prithvi Hotel,350.0,4.1,100,"Indian,Chinese,Continental",Lg Corner,44.0
46460,Triplicane,Chennai,Rizwan Biriyani And Kabab Center,300.0,4.1,100,"Biryani,Fast Food,Kebabs",Royapettah,34.0
46593,Kothrud,Pune,Hotel Surya Biryani,200.0,2.9,80,"Punjabi,Chinese,Maharashtrian",Kothrud,
46650,Seshadripuram,Bangalore,Richie Rich,500.0,4.4,500,"Desserts,Snacks,Chaat,Ice Cream",4Th Phase Yelahanka,36.0
46772,Elgin,Kolkata,Monkey Bar,1000.0,,50,"North Indian,American,European,Asian",Camac Street,58.0
46773,Teynampet,Chennai,Ente Keralam,750.0,4.5,100,Kerala,Kasturi Estate,58.0
46864,Rohini,Delhi,China Town Kathi Rolls,250.0,4.6,20,Fast Food,Rohini,44.0
46872,Malakpet,Hyderabad,Paradise Biryani,,3.8,100,$$$,Tsrtc Mahatma Gandhi Bus Station,36.0
46880,Bkc,Mumbai,Chai Point,150.0,4.2,500,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",Bandra Kurla Complex,35.0
46909,Nungambakkam,Chennai,Hotel Crescent,450.0,,1000,"Kerala,South Indian,Chinese,North Indian",Valluvar Kottam,49.0
47004,Purasaiwakkam,Chennai,Hotel Deccan,,4.3,100,"Biryani,Chettinad,South Indian,Chinese",Purasawakam,32.0
47009,Toli Chowki,Hyderabad,Kabul Darbar,,4.3,100,"Afghani,Arabian,Indian,Tandoor",Balreddy Nagar,57.0
47022,Powai,Mumbai,Rice Diaries,300.0,3.7,20,"Mughlai,Chinese,Combo",Nahar Shopping Complex,53.0
47025,Erandwane,Pune,Roll Club,,2.9,80,Fast Food,Erandwane,49.0
47070,Kasba,Kolkata,Parathawala,250.0,3.7,20,"North Indian,South Indian,Punjabi",Near Balai Biswas Bulb Factory,78.0
47137,Paschim Vihar,Delhi,Da Pizza Makers,400.0,3.4,50,"Pizzas,Italian,Snacks",Paschim Vihar,65.0
47295,Koregaon Park,Pune,Yummy Momos,200.0,,80,Chinese,Lane No.5 Kp,53.0
47314,Camp,Pune,Raje Chinese,400.0,4.1,20,Chinese,Camp,
47421,Gurukul,Ahmedabad,Cocoa Drama,150.0,4.2,20,Desserts,Vastrapur,
47446,Malleshwaram,Bangalore,Tasty Paradise,330.0,,100,"Andhra,Chinese,Mughlai,North Indian,Seafood",Seshadipuram,52.0
47458,Gopalapuram,Chennai,Hotel Safari,450.0,4.3,500,"North Indian,South Indian,Chinese,Biryani",Royapettah,42.0
47583,Chembur,Mumbai,Lazeez Desi Tadka,500.0,2.9,50,"Indian,North Indian",Chembur,
47587,Bodakdev,Ahmedabad,Curries,850.0,4.1,100,"Indian,Chinese,Continental",Bodakdev,47.0
47589,Navrangpura,Ahmedabad,Pizza Hut,350.0,4.0,100,"Fast Food,Pizzas",Navrangpura,35.0
47602,Bodakdev,Ahmedabad,Angithi By Mirch Masala,1100.0,4.3,50,"Indian,North Indian,Chinese,Punjabi,Beverages",Bodakdev,
47693,Elgin,Kolkata,8Th Day Cafe & Bakery,700.0,4.5,50,Continental  Italian,Opposite Jharna'S Kitchen,55.0
47696,Beleghata,Kolkata,Drumstick,400.0,4.2,50,"Indian,Chinese,Continental,Tandoor,Bengali",Near Beliaghata Police Station,61.0
47697,Bidhannagar,Kolkata,Orko'Ss Restaurant & Lounge Bar,1200.0,2.9,80,"Indian,Bengali,Chinese",City Centre 1,
47771,Kondhwa,Pune,Foodies 365,200.0,2.9,80,Fast Food,Wanowrie,71.0
47788,Ellisbridge,Ahmedabad,The Westend Hotel (Mayflower),450.0,4.4,100,"Indian,Chinese",Ellisbridge,27.0
47833,Kurla West,Mumbai,Persian Darbar,1100.0,4.0,500,"Mughlai,North Indian,Chinese,Biryani",Kurla W,36.0
47964,Salt Lake Area,Kolkata, Momozon,200.0,3.9,50,"Chinese,Tibetan",Salt Lake Sector 2 Salt Lake,58.0
48030,Kurla,Mumbai,Sahara Hotel - Kurla,650.0,,500,"North Indian,Chinese,Mughlai,Beverages",Kurla,31.0
48051,Yerawada,Pune,Andhra Biryani,300.0,,80,"Biryani,Chinese,North Indian",Husain Shah Baba Nagar Yerwada,63.0
48076,Koramangala,Bangalore,Lot Like Crepes,600.0,4.4,50,"Desserts,Continental,Cafe,Fast Food",Koramangala 7Th Block,56.0
48127,Andheri East,Mumbai,The Chinese Spot,350.0,,50,"Chinese,Indian,Tandoor,Biryani",Chandivali,59.0
48128,Powai,Mumbai,Foodie Central,300.0,4.3,20,"Fast Food,Snacks",Andheri West,51.0
48146,Andheri East,Mumbai,Eva'S Pizza,500.0,,100,,Marol,50.0
48339,Ulsoor,Bangalore,Royce' Chocolate,750.0,4.9,20,,Foodhall,48.0
48390,Vastrapur,Ahmedabad,Anjoy Late Night Meals,250.0,,1000,Indian,Bodakdev,37.0
48410,Domlur,Bangalore,Le Gateau - The Cake Shop,400.0,4.3,100,Desserts,1St Cross Domlur Layout,66.0
48446,Bhowanipore,Kolkata,Green Palace,600.0,4.3,20,"Chinese,North Indian",Near Indian Bank - Bhawanipur Branch,
48556,Shivaji Nagar,Bangalore,Imperial Restaurant,400.0,4.2,100,"Arabian,Chinese,Desserts,Mughlai,North Indian,Seafood,South Indian",Shivajinagar,33.0
48630,Teynampet,Chennai,Hot Pan,200.0,3.5,20,"Pizzas,Chinese,Juices",Teynampet,64.0
48742,Chembur,Mumbai,230 Celsius,1.0,4.1,100,Italian  Continental,Tilak Nagar,60.0
48756,Chembur,Mumbai,Yug Family Restaurant,500.0,2.9,80,"Indian,Chinese",Mankurd,47.0
48780,Bidhannagar,Kolkata,Xspicy - Indismart Hotel,,4.7,20,"Indian,Chinese,Continental,Italian,Thai,South Indian,Desserts,Combo,Thalis",Near Icici Bank Sec-V,89.0
48948,Nagole,Hyderabad,The Chocolate Room,500.0,3.7,50,Desserts,Arunodaya Nagar Colony,76.0
49007,Ashok Vihar,Delhi,Cake 24X7,200.0,2.9,80,Bakery,Opposite Sbi,58.0
49025,Bandra Area,Mumbai,Taftoon Bar & Kitchen,1000.0,4.7,50,North Indian,Bandra Area,47.0
49032,Kurla,Mumbai,Chunkies,250.0,4.0,50,"Fast Food,American,Indian",Kurla,
49078,Pulikeshi Nagar,Bangalore,Lazio Steaks & More,800.0,4.5,100,"Steakhouse,Pastas,American,Pizzas,Italian,Desserts,Chinese",Frazer Town,54.0
49122,Bhowanipore,Kolkata,Denzong Kitchen,250.0,4.2,1000,"Tibetan,Chinese",Indira Roy Road,67.0
49133,Poongavanapuram,Chennai,Karim Biryani,300.0,3.8,20,"Biryani,South Indian",Periamet,
49163,Triplicane,Chennai,Hotel Sangam - Mount Road,,,500,$$$,Mount Road,
49320,Powai Area,Mumbai,Tunga Restaurant,300.0,2.9,80,Indian  Chinese  Mangalorean,Saki Vihar Road,67.0
49332,Vastrapur,Ahmedabad,Caffix The Tech Cafe,450.0,4.6,20,"Chinese,North Indian,Continental",Vastrapur,48.0
49355,Tangra,Delhii,Quality Fast Food,250.0,2.9,80,"Indian,Chinese",Near Tangra Telephone Exchange,
49578,Annanagar East,Chennai,Daily Treat,200.0,3.8,20,"American,Juices,Street Food,Pizzas",Annanagar,62.0
49592,Kondhwa,Pune,Desi Handi,300.0,10.416333170692953,80,"North Indian,Chinese,Biryani",Modern Colony,78.0
49593,Kondhwa,Pune,Dhaba Curry,300.0,3.2,20,"North Indian,Chinese,Biryani",Modern Colony,70.0
49600,Chembur,Mumbai,Bro'S Kitchen,200.0,2.9,80,Snacks,Chembur,52.0
49628,Central Market Punjabi Bagh,Delhi,Dashi - Dimsum & Sushi Bar,1000.0,4.3,100,"Japanese,Chinese,Pan-Asian,Sushi",Central Market Punjabi Bagh,65.0
49739,Banjara Hills,Hyderabad,Waffle House,400.0,3.9,20,,Raod No 12,
49811,Royapettah,Chennai,Hot Breads,150.0,4.4,100,Bakery,Triplicane,39.0
49931,Perambur,Chennai,Arafa Biriyani & Kebab Point,,3.8,50,"Biryani,Chinese",Perambur,62.0
49939,Aminjikarai,Chennai,Deen Biryani,400.0,3.8,1000,,Arumbakkam,54.0
50057,Santosh Nagar,Hyderabad,Khismat Restaurant,250.0,3.6,100,"Chinese,Indian,Mughlai",Maruthi Nagar,50.0
50060,Warje,Pune,Chicken Xperience By Venky'S (Warje),200.0,,100,"Fast Food,Beverages,Desserts,Biryani",Warje,64.0
50064,Jm Road,Pune,Amhi Kolhapuri - Shivajinagar Canteen,200.0,3.7,100,$$$,Kharadi,35.0
50091,Saidabad,Hyderabad,Tipsy Topsy,250.0,3.7,500,"Chinese,Italian,Desserts,Bakery,Fast Food",Saroor Nagar,39.0
50111,Bandra Area,Mumbai,Hitchki,600.0,4.0,100,"North Indian,Mughlai,Indian,Punjabi,Tandoor,Biryani",Bandra Area,43.0
50119,Bandra Area,Mumbai,Nara Thai,800.0,4.4,100,"Thai,Asian,Salads,Seafood,Pan-Asian",Bandra Area,53.0
50138,Thousand Lights,Chennai,Old Madras Baking Company,,4.6,100,"Bakery,Desserts",Khader Nawaz Khan Road,37.0
50148,University Area,Ahmedabad,Upper Crust,500.0,4.3,100,"Indian,Chinese,Continental,Bakery",Navrangpura,44.0
50158,Khokhra,Ahmedabad,Spicia Restaurant,350.0,4.2,100,"North Indian,Chinese",Anupam Cinema Road Khokhra,47.0
50216,Nungambakkam,Chennai,Drunken Monkey,400.0,4.2,100,"Healthy Food,Beverages,Juices",Sterling Road,56.0
50266,Dilsukhnagar,Hyderabad,Mr.Pulao,200.0,3.6,500,"Andhra,South Indian,Biryani",Krishna Nagar,41.0
50319,Ahmedabad,Ahmedabad,Fish Express,450.0,4.6,20,"Indian,Tandoor,Seafood,Chinese",Sarkhej,47.0
50356,Navrangpura,Ahmedabad,Mirch Masala,700.0,4.2,50,,C G Road,
50363,Ellisbridge,Ahmedabad,Tomato'S,1200.0,4.4,50,"Indian,Chinese,Continental",C G Road,49.0
50461,Topsia,Kolkata,Shimla Biryani-Topsia,,4.2,1000,"Chinese,Indian,Biryani",Topisa,63.0
50620,Garfa,Kolkata,Happizzaa,350.0,4.0,50,,Near Jagaran Club Play Ground,86.0
50773,West Mambalam,Chennai,Vijay'S Delhi Chat,150.0,4.3,50,"Chinese,North Indian,Chaat",T Nagar,77.0
50934,Navrangpura,Ahmedabad,Choice Snack Bar,450.0,4.4,100,,C G Road,33.0
50973,Kilpauk,Chennai,Buhari Vintage Hotel - Kilpauk,400.0,4.4,100,"Biryani,North Indian,Chinese",Old 6-E Harleys Road,45.0
51119,Khokhra,Ahmedabad,Masala Kitchen,,4.2,50,"Indian,Chinese,Continental",Mani Nagar,54.0
51158,Anna Nagar,Chennai,Hyderabad Mughal Biriyani,500.0,3.9,100,"North Indian,Chinese",Annanagar,69.0
51230,Triplicane,Chennai,Umar Biriyani,400.0,2.9,80,"Biryani,Chinese,Arabian",Royapettah,34.0
51263,Ambawadi,Ahmedabad,Harshu'S Late Night Munchies,450.0,4.2,50,"Fast Food,Italian,Chinese,Snacks",Satellite,44.0
51317,Chennai,Chennai,Pally Tastei Food (Perambur),250.0,3.9,1000,"Chinese,North Indian,South Indian",Perambur,53.0
51329,Ballygunge,Kolkata,Minihut,500.0,4.6,100,Chinese,Ballygunge,69.0
51492,Purasaiwakkam,Chennai,Ritz,650.0,2.9,80,"North Indian,Chinese",Egmore,39.0
51495,Baranagar,Kolkata,Kolkata Fries,200.0,4.4,20,"Fast Food,American,Biryani,Lebanese,Indian",Near Baranagar Police Station,94.0
51543,Ejipura,Bangalore,Momo Rice Noodles,350.0,4.2,100,"Chinese,Thai",Koramangala,56.0
51561,Chembur,Mumbai,Ratnagiri Restaurant & Bar,600.0,4.3,100,"Indian,Chinese,Coastal,Malwani",Chembur,45.0
51621,Nungambakkam,Chennai,Mishwar Restaurant,750.0,3.9,20,"Kerala,South Indian,Arabian,Chinese",Nungambakkam,54.0
51832,Royapuram,Chennai,Pandia'S Avenue,500.0,4.1,1000,"Chettinad,South Indian,North Indian,Chinese",Royapuram,67.0
51833,Old Washermanpet,Chennai,Bakers Spring,250.0,4.3,50,"Bakery,Desserts,Fast Food",Royapuram,61.0
51863,George Town,Chennai,Sea Shore,500.0,3.8,20,"North Indian,Chettinad,Chinese,Seafood",Broadway Near Vijaya Opticals',39.0
51932,Rohini,Delhi,Khalsa Dhaba,500.0,2.9,80,North Indian,Sector 2,35.0
52024,George Town,Chennai,Hotel Zum Zum 1965,300.0,3.7,100,"North Indian,South Indian,Chettinad",George Town,46.0
52045,Anna Nagar,Chennai,Little Hut (Shanthi Colony),300.0,4.3,100,"North Indian,Chinese,Fast Food,Arabian",Annanagar,65.0
52054,Salunkhe Vihar,Delhii,Souk By Cafe Arabia,300.0,4.3,500,"Lebanese,Middle Eastern,Mediterranean,Fast Food",Opposite Bsnl Telephone Exchange,66.0
52151,Old Washermanpet,Chennai,Atho Man,350.0,,100,,Royapuram,49.0
52204,Bn Reddy Nagar,Hyderabad,Amaravathi Restaurant,400.0,4.0,50,"North Indian,Chinese",Champapet Rd,63.0
52207,Vadapalani,Chennai,Asima Briyani,400.0,4.0,100,"Biryani,Indian,Chinese,North Indian,South Indian,Grill,Barbecue,Tandoor",Vadapalani,
52250,Erandwane,Pune,Pathan Laziz Biryani House,,2.9,80,"Biryani,North Indian",Near Dashbhuja Ganpati,52.0
52338,Paschim Vihar,Delhi,Da Pizza Bakers,,2.9,80,"Pizzas,Fast Food",Paschim Vihar,61.0
52344,Bidhannagar,Kolkata,Anytime Pizza,300.0,,80,,Opposite Chok Mandir,80.0
52364,Kalyani Nagar,Pune,The French Window Patisserie,,2.9,80,"Desserts,Bakery",Koregaon Park,57.0
52368,Wadgaon Sheri,Pune,Burger 11,500.0,4.5,100,,Wadgaon Sheri,72.0
52419,Himayatnagar,Hyderabad,Roll Zone,150.0,4.1,50,"Snacks,Fast Food",Urdu Hall Lane,31.0
52460,Bidhannagar,Kolkata,Aahar Restaurant,400.0,4.3,20,"Indian,Chinese",Outside Ec Market,66.0
52463,Shivaji Nagar,Bangalore,Utse Kitchen,500.0,4.2,100,,Commercial Street,51.0
52533,Karve Nagar,Pune,Fish Land,500.0,3.9,100,Seafood,Kothrud,58.0
52548,George Town,Chennai,Dindigul Thalappakatti,400.0,3.9,100,,N.S.C Bose Road,50.0
52566,Rohini,Delhi,Jw Solitaire,800.0,-0.7525762169493762,80,"North Indian,Chinese,Continental",Adjoining M2K,37.0
52604,Chennai,Chennai,Pizza Cottage,450.0,4.1,100,"Pizzas,Fast Food",Royapuram,48.0
52686,Ashok Nagar,Bangalore,Chung Wah,800.0,4.3,100,Chinese,Residency Cross Road,38.0
52712,Paldi,Ahmedabad,Decent Restaurant,650.0,2.9,80,"North Indian,Chinese",Navrangpura,36.0
52725,Royapettah,Chennai,Kozhi Idli,,4.4,100,South Indian,Royapettah,46.0
52767,Saki Naka,Mumbai,Kfc,400.0,4.3,1000,"American,Fast Food,Snacks",Sakinaka,41.0
53007,Mehdipatnam,Hyderabad,Prince Restaurant,200.0,3.9,1000,"Biryani,North Indian,Tandoor,Hyderabadi,Kebabs,Chinese",Masjid Road,52.0
53009,Humayun Nagar,Hyderabad,Prince Hotel,200.0,4.0,1000,"Biryani,North Indian,Tandoor",Masjid Road,51.0
53211,Kothrud,Pune,Kimaya Veg Restaurant,300.0,4.3,100,,Kothrud,45.0
53261,Toli Chowki,Hyderabad,4 Seasons,800.0,4.1,500,"Mediterranean,Lebanese,Mughlai,North Indian,Chinese,Salads",Opposite Rta Office,
53503,Ashok Nagar,Bangalore,Brik Oven,1000.0,4.5,100,"Pizzas,Italian,Desserts,Beverages",Church Street,
53659,Bidhannagar,Kolkata,Pour House,1200.0,2.9,80,"Indian,Italian,Chinese,Continental",Near Pantaloons Sec V,80.0
53710,Chennai,Chennai,Chef Express,250.0,4.0,100,Italian,T Nagar,75.0
53815,Choolaimedu,Chennai,Zam Zam Biriyani & Fast Food,250.0,3.8,20,"Biryani,Fast Food",Choolaimedu,65.0
53884,Kilpauk,Chennai,Wraps & Rolls,150.0,4.1,50,"Street Food,Fast Food,Pizzas,Italian,Desserts",Kilpauk,45.0
53934,Purasaiwakkam,Chennai,Ibaco,800.0,4.7,50,"Ice Cream,Desserts",Purasaiwalkam,35.0
53985,Juhapura,Ahmedabad,Zaika Darbar,350.0,3.9,50,"Indian,Chinese",Serkhej,45.0
54309,Navrangpura,Ahmedabad,Ristretto Behind The Rods,,4.0,50,"Continental,Pizzas,Chinese,North Indian,Desserts,Punjabi,Indian,Healthy Food,Pastas,Beverages",Navrangpura,40.0
54314,Elgin,Kolkata,The Salt House,1200.0,4.5,50,"Continental,Italian",Near Fbb India'S Fashion Hub,59.0
54326,Dumdum,Kolkata,Eat & Treat,250.0,3.3,100,Continental,Near Kumar Ashutosh Institution(Main),75.0
54378,Sadashiv Peth,Pune,Hotel Ashirwad,,4.1,20,"Maharashtrian,North Indian",Sadashiv Peth,35.0
54424,Chembur,Mumbai,Nothing But Chicken,400.0,4.4,500,"Salads,Raw meats",Sion-Trombay Road,43.0
